pl_name,pl_orbper,pl_tranmid,pl_trandur,pl_rade,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratror,st_rad,st_raderr1,st_raderr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,disposition
142,1.5771832,2456772.583,3.96,33.4,2.97974842,0.02230354,-0.02408779,0.2491,1.94,0.040150000000000005,-0.04,273.796,2.093,-2.063,4.77093,0.0476123,-0.0476123,FALSE POSITIVE
143,0.72813,2457583.262,0.7992,1.27,0.113,0.024,-0.025,0.0273,0.423901,0.013403,-0.013403,150.124,1.799,-1.758,6.63375,0.0783233,-0.0783233,CONFIRMED
144,0.658524,2457949.675,0.33336,3.3,0.29440628,0.16058524,-0.11597823,0.043,0.703,0.024,-0.022,77.5586,0.3581,-0.3549,12.865,0.0588243,-0.0588243,CONFIRMED
145,3.33253,2457219.853,3.936,3.63,0.324,0.03,-0.06,0.0189,1.766,0.1,-0.027,786.439,16.395,-15.751,1.24301,0.0257852,-0.0257852,CONFIRMED
146,40.0603,2456812.526,6.34,2.7,0.24087787,0.02408779,-0.02408779,0.0226,1.09,0.09,-0.09,342.394,4.436,-4.326,2.89216,0.0370844,-0.0370844,CONFIRMED
147,9.55385,2457615.206,3.816,2.4,0.214,0.011,-0.011,0.01717,1.281,0.051,-0.058,109.353,0.691,-0.681,9.11629,0.0569382,-0.0569382,CONFIRMED
148,9.795546,2457399.641,2.5992,2.6,0.23,0.04,-0.04,0.0357,0.67,0.040150000000000005,-0.04,109.218,0.931,-0.916,9.12809,0.076856,-0.076856,CONFIRMED
149,19.991944,2457228.165,4.94,2.74,0.24444685,0.02230354,-0.01605855,0.0239,1.04,0.06,-0.05,489.368,6.016,-5.875,2.01484,0.024639,-0.024639,CONFIRMED
150,6.53044,2456986.192,3.06,2.07,0.18467303,0.02319565,-0.02319565,0.0259,0.726,0.08,-0.08,499.891,12.979,-12.348,1.97291,0.0502622,-0.0502622,CONFIRMED
151,9.398977,2458100.92,3.92,1.79,0.15969338,0.01248998,-0.00892142,0.0155,1.06,0.03,-0.02,211.43,1.759,-1.731,4.70117,0.0387507,-0.0387507,CONFIRMED
152,29.839835,2457394.989,5.0592,3.0,0.27,0.04,-0.03,0.0312,0.88,0.040150000000000005,-0.04,47.2899,0.1485,-0.1475,21.1175,0.065682,-0.065682,CONFIRMED
153,13.33989,2457405.732,3.661,2.84,0.25336827,0.00892142,-0.00713713,0.02659,0.99,0.012,-0.012,244.59,3.044,-2.972,4.06029,0.0498984,-0.0498984,CONFIRMED
154,2.57302,2456983.22,2.33,2.48,0.22125078,0.07047908,-0.07047908,0.0166,1.36,0.41,-0.41,405.732,8.413,-8.083,2.43694,0.049706,-0.049706,CONFIRMED
155,14.637,2456985.49,3.7104,4.0,0.36,0.12,-0.12,0.0249,1.5,0.46,-0.46,369.888,4.99,-4.86,2.67518,0.0357213,-0.0357213,CONFIRMED
156,3.665912,2458098.635,1.63,1.37,0.12222342,0.00892142,-0.00624499,0.0132,0.95,0.02,-0.02,176.051,1.895,-1.855,5.65212,0.0600342,-0.0600342,CONFIRMED
157,2.18053539,2457702.255,2.9278,16.19697711,1.445,0.049,-0.045,0.1177,1.261,0.031,-0.029,314.995,7.221,-6.91,3.14858,0.070618,-0.070618,CONFIRMED
158,5.6315915,2456979.452,6.71,1.23,0.10973325,0.02230354,-0.02408779,0.01372,0.77,0.040150000000000005,-0.04,606.128,18.747,-17.673,1.62229,0.0491548,-0.0491548,CONFIRMED
159,1.543041,2457142.421,1.7592,1.5,0.13,0.03,-0.01,0.0169,0.82,0.040150000000000005,-0.04,280.518,2.385,-2.346,3.53616,0.0298341,-0.0298341,CONFIRMED
160,0.684533,2457065.368,0.782,1.01,0.09010616,0.01070568,-0.01070568,0.0179,0.507,0.044,-0.044,97.2179,0.3824,-0.3794,10.2574,0.0400014,-0.0400014,CONFIRMED
161,10.59366,2457402.555,2.4,1.71,0.153,0.034,-0.028,0.0437,0.36,0.075,-0.045,102.483,0.802,-0.789,9.7297,0.0751656,-0.0751656,CONFIRMED
162,0.673862,2457820.964,1.6,1.579,0.14086919,0.01017042,-0.00918906,0.0157,0.92,0.062,-0.057,274.864,2.884,-2.825,3.60976,0.0374917,-0.0374917,CONFIRMED
163,8.992,2456900.927,3.488,5.299,0.47274593,0.01703991,-0.01703991,0.05642,0.86,0.02,-0.02,157.682,1.309,-1.288,6.31369,0.051837,-0.051837,CONFIRMED
164,29.7361,2457143.818,5.448,3.52,0.314,0.02,-0.039,0.0282,1.144,0.02,-0.011,738.136,22.291,-21.043,1.326,0.0394647,-0.0394647,CONFIRMED
165,19.49183,2457158.826,3.5664,5.96,0.532,0.023,-0.044,0.039,1.403,0.042,-0.03,181.69,1.295,-1.277,5.47529,0.0386732,-0.0386732,CONFIRMED
166,21.194733,2457146.586,4.65,1.22,0.1088413,0.00802928,-0.00446071,0.014,0.8,0.01,-0.01,239.289,2.71,-2.652,4.15077,0.0464626,-0.0464626,CONFIRMED
167,2.53726,2456982.12,1.996,1.62,0.14452672,0.02051923,-0.02051923,0.0169,0.86,0.1,-0.1,181.746,1.435,-1.413,5.47374,0.042784,-0.042784,CONFIRMED
168,10.136527,2457145.982,4.9704,4.5,0.4,0.05,-0.04,0.0295,1.39,0.040150000000000005,-0.04,518.625,11.518,-11.037,1.89991,0.0416012,-0.0416012,CONFIRMED
169,11.0213,2457150.292,4.32,2.25,0.201,0.024,-0.028,0.01371,1.507,0.162,-0.072,229.567,2.114,-2.076,4.32756,0.0394479,-0.0394479,CONFIRMED
170,39.8642,2456829.851,5.808,2.92,0.261,0.03,-0.047,0.0298,0.896,0.02,-0.04,329.309,2.682,-2.641,3.0079,0.0243587,-0.0243587,CONFIRMED
171,3.6191613,2456574.966,4.3656,16.92559,1.51,0.078,-0.078,0.1076,1.444,0.057,-0.057,944.603,32.262,-30.233,1.03135,0.0347051,-0.0347051,CONFIRMED
172,3.588158,2457223.926,2.1888,9.1,0.81,0.33,-0.33,0.1117,0.75,0.040150000000000005,-0.04,709.999,20.526,-19.423,1.38055,0.0392998,-0.0392998,CONFIRMED
173,2.289363,2457217.963,1.88,1.48,0.13203698,0.01159784,-0.00981356,0.0169,0.8,0.03,-0.03,418.395,7.353,-7.107,2.36212,0.0409773,-0.0409773,CONFIRMED
174,11.6332127,2460268.402,5.081,10.264,0.91569432,0.04900401,-0.04900401,0.0301,1.73,0.09,-0.09,213.283,1.975,-1.941,4.66018,0.0427204,-0.0427204,CONFIRMED
175,50.9254,2457160.47,4.104,2.48,0.221,0.021,-0.034,0.0325,0.702,0.049,-0.034,321.722,3.7605,-3.7605,3.07977,0.0360551,-0.0360551,CONFIRMED
176,5.40478,2457743.161,2.97,2.66,0.23730931,0.03479347,-0.01605852,0.0283,0.86,0.08,-0.08,202.585,2.028,-1.989,4.90795,0.048567,-0.048567,CONFIRMED
177,24.1315,2459481.09,6.42,9.53,0.85,0.03,-0.03,0.0636,1.33,0.04,-0.03,108.199,0.704,-0.696,9.21392,0.0593414,-0.0593414,CONFIRMED
178,4.352428,2457223.348,1.6296,16.6,1.48,0.6,-0.6,0.2272,0.67,0.040150000000000005,-0.04,212.88,1.171,-1.16,4.66872,0.0255294,-0.0255294,FALSE POSITIVE
179,7.81751,2456983.432,5.184,3.08,0.275,0.035,-0.037,0.01892,1.492,0.175,-0.025,561.93,15.381,-14.596,1.75175,0.0470854,-0.0470854,CONFIRMED
180,7.61856,2456811.688,2.24,1.96,0.17485949,0.01516638,-0.01516638,0.0268,0.67,0.02,-0.02,334.967,4.1785,-4.1785,2.95691,0.0369571,-0.0369571,CONFIRMED
181,1.291651,2457142.774,1.1904,2.1,0.19,0.04,-0.04,0.0373,0.52,0.040150000000000005,-0.04,101.632,0.374,-0.372,9.81066,0.0358559,-0.0358559,CONFIRMED
182,0.571336,2457393.437,1.4496,1.8,0.16,0.03,-0.01,0.0174,0.97,0.040150000000000005,-0.04,244.59,3.044,-2.972,4.06029,0.0498984,-0.0498984,CONFIRMED
183,6.326768,2457303.477,1.9656,2.18575124,0.195,0.018,-0.011,0.02045,0.973,0.038,-0.035,113.123,0.701,-0.691,8.81151,0.0539824,-0.0539824,CONFIRMED
184,8.02335,2456896.671,4.488,86.0,7.7,2.1,-2.9,0.153,5.13,0.14,-0.22,933.196,63.696,-63.696,1.0498,0.0709503,-0.0709503,FALSE POSITIVE
185,2.467583,2457991.69,1.882,1.315,0.11731664,0.00321171,-0.00321171,0.01698,0.71,0.01,-0.01,67.5062,0.2799,-0.2775,14.7849,0.0606971,-0.0606971,CONFIRMED
186,7.9752,2457817.756,2.67,1.014,0.09046318,0.00446071,-0.00437149,0.0137,0.677,0.027,-0.027,59.2474,0.1877,-0.1865,16.8497,0.0528994,-0.0528994,CONFIRMED
187,5.06408,2456813.072,1.7,2.44,0.21768222,0.03122491,-0.03122491,0.0279,0.8,0.06,-0.06,403.513,11.6715,-11.6715,2.45137,0.0710901,-0.0710901,CONFIRMED
188,12.2054,2456896.391,3.64,2.5,0.22303506,0.02319565,-0.02319565,0.0267,0.85,0.05,-0.05,138.018,1.14,-1.121,7.21733,0.0588802,-0.0588802,CONFIRMED
189,2.643528,2457142.006,1.32,1.47,0.131,0.025,-0.033,0.0595,0.226,0.04,-0.049,79.3002,0.478,-0.4723,12.5821,0.0749898,-0.0749898,CONFIRMED
190,42.363493,2456915.625,6.69,5.59,0.4987064,0.02230354,-0.02408779,0.0626,0.77,0.040150000000000005,-0.04,170.562,1.36,-1.338,5.83465,0.0460219,-0.0460219,CONFIRMED
191,8.99213,2456909.918,3.486,5.62,0.50138282,0.04014631,-0.04014631,0.0556,0.92,0.07,-0.07,157.682,1.309,-1.288,6.31369,0.051837,-0.051837,CONFIRMED
192,6.00118,2458185.361,1.321,2.03,0.18110447,0.00678027,-0.00651262,0.02694,0.69,0.025,-0.024,44.526,0.0964,-0.0961,22.43,0.0481894,-0.0481894,CONFIRMED
193,3.2253993,2457218.737,2.017,1.73,0.15434053,0.00446071,-0.00356857,0.02346,0.682,0.014,-0.014,107.518,0.602,-0.596,9.27232,0.0514418,-0.0514418,CONFIRMED
194,15.87209,2457587.375,4.6,3.49,0.31135695,0.02319565,-0.0178428,0.0188,1.7,0.04,-0.04,357.778,5.896,-5.711,2.76698,0.0449857,-0.0449857,CONFIRMED
195,1.2578542,2456893.599,0.809,34.0,3.03327683,1.15978232,-1.15978232,0.35,0.9,0.03,-0.03,110.527,0.72,-0.712,9.01931,0.0581673,-0.0581673,CONFIRMED
196,15.613426,2458095.893,3.0144,3.0,0.3,0.02230354,-0.02408779,0.0301,1.438,0.218,-0.218,35.26,0.0526,-0.0525,28.3319,0.0419625,-0.0419625,CONFIRMED
197,1.291603357,2459230.014,1.3077871,2.45117748,0.21867978,0.02172185,-0.02172185,0.0301,0.514745,0.015496,-0.015496,101.632,0.374,-0.372,9.81066,0.0358559,-0.0358559,CONFIRMED
198,5.34059,2456812.842,1.267,2.8,0.24979927,0.03836203,-0.02765635,0.03468,0.74,0.04,-0.04,109.749,0.615,-0.609,9.08318,0.0504275,-0.0504275,CONFIRMED
199,2.8492818,2456980.574,2.07,4.43,0.39521813,0.02230354,-0.02408779,0.05814,0.65,0.040150000000000005,-0.04,159.522,0.73,-0.725,6.23997,0.0283716,-0.0283716,CONFIRMED
200,15.85412,2456990.887,3.88,2.34,0.20876082,0.02230354,-0.02408779,0.02208,0.88,0.040150000000000005,-0.04,243.935,4.239,-4.099,4.07235,0.0695159,-0.0695159,CONFIRMED
201,44.5705,2456826.227,4.07,1.53,0.13649746,0.00981354,-0.00981354,0.02495,0.553,0.041,-0.041,44.0727,0.10815,-0.10815,22.661,0.0552838,-0.0552838,CONFIRMED
202,11.168459,2457858.857,5.03016,11.859122,1.058,0.023,-0.022,0.08811,1.233,0.026,-0.025,130.72,0.768,-0.759,7.6214,0.0443369,-0.0443369,CONFIRMED
203,20.2009,2456988.54,3.576,1.89,0.169,0.012,-0.023,0.03,0.577,0.025,-0.04,206.608,1.273,-1.258,4.81138,0.0294287,-0.0294287,CONFIRMED
204,20.660987,2456899.423,4.75,2.88,0.25693639,0.02230354,-0.02408779,0.03769,0.72,0.040150000000000005,-0.04,157.682,1.309,-1.288,6.31369,0.051837,-0.051837,CONFIRMED
205,4.7369683,2457719.115,2.561,2.69,0.23998614,0.00624499,-0.00446071,0.03111,0.793,0.013,-0.011,154.83,1.256,-1.236,6.43038,0.0515848,-0.0515848,CONFIRMED
206,6.393025,2457909.045,3.7,2.274,0.20287304,0.0100812,-0.00990277,0.0168,1.239,0.032,-0.03,606.992,13.07,-12.539,1.61879,0.0344879,-0.0344879,CONFIRMED
207,4.7948642,2460251.751,2.245,3.3985,0.30319438,0.02927697,-0.02927697,0.0301,0.65,0.06,-0.06,107.272,0.502,-0.497,9.29346,0.0430569,-0.0430569,CONFIRMED
208,11.90715,2456817.276,4.371,4.86,0.43358016,0.0553127,-0.03925417,0.04727,0.86,0.04,-0.04,289.827,5.68,-5.469,3.42298,0.0658381,-0.0658381,CONFIRMED
209,24.9922,2456908.031,5.208,36.0,3.2,3.8,-3.8,0.28,1.2,0.26,-0.26,547.751,2.093,-2.063,4.77093,0.0476123,-0.0476123,FALSE POSITIVE
210,9.79546,2457399.641,2.6208,2.57,0.229,0.03,-0.034,0.0364,0.648,0.08,-0.054,109.218,0.931,-0.916,9.12809,0.076856,-0.076856,CONFIRMED
211,18.0971,2457227.064,4.32,2.21,0.197,0.017,-0.038,0.0165,1.2247,0.0049,-0.0469,611.804,10.285,-9.956,1.606,0.0268294,-0.0268294,CONFIRMED
212,3.572326,2457823.575,1.3,2.417,0.21563067,0.01668305,-0.01632619,0.0229,0.966,0.06,-0.057,199.354,1.598,-1.574,4.98777,0.0395998,-0.0395998,CONFIRMED
213,6.67913,2457223.42,2.7,2.58,0.23,0.012,-0.037,0.0268,0.882,0.01,-0.036,242.113,1.94,-1.91,4.10173,0.0325947,-0.0325947,CONFIRMED
214,2.995607,2457141.351,2.492,15.13215,1.35,0.067,-0.067,0.0905,1.526,0.076,-0.076,348.646,6.323,-6.106,2.84026,0.050725,-0.050725,CONFIRMED
215,24.3662,2458005.58,3.808,2.64,0.23552502,0.00981354,-0.00981354,0.03254,0.745,0.025,-0.025,67.5062,0.2799,-0.2775,14.7849,0.0606971,-0.0606971,CONFIRMED
216,21.05788,2457590.073,4.4,4.31,0.38451245,0.0089214,-0.00713712,0.0305,1.29,0.02,-0.02,109.353,0.691,-0.681,9.11629,0.0569382,-0.0569382,CONFIRMED
217,3.535155,2456896.025,5.4312,16.6,1.48,0.34,-0.17,0.0732,2.07,0.47,-0.23,1038.41,71.37,-62.873,0.939381,0.0604538,-0.0604538,CONFIRMED
218,2.46746,2457991.691,1.969,1.398,0.12472121,0.00553127,-0.00535284,0.01721,0.745,0.025,-0.025,67.5062,0.2799,-0.2775,14.7849,0.0606971,-0.0606971,CONFIRMED
219,3.35585,2458095.748,1.76,1.59,0.14185054,0.00892142,-0.00446071,0.0295,0.49,0.01,-0.01,75.1691,0.30675,-0.30675,13.2747,0.0538818,-0.0538818,CONFIRMED
220,14.130184,2457145.12,3.2304,2.2,0.2,0.03,-0.01,0.0272,0.74,0.040150000000000005,-0.04,228.327,4.823,-4.631,4.35333,0.0899408,-0.0899408,CONFIRMED
221,5.06416,2456813.071,2.08,2.41,0.2150058,0.02944063,-0.02944063,0.0299,0.74,0.04,-0.04,403.513,11.6715,-11.6715,2.45137,0.0710901,-0.0710901,CONFIRMED
222,2.9956366,2460256.813,2.287,13.1937,1.1770651,0.06370205,-0.06370205,0.0301,1.4,0.08,-0.08,348.646,6.323,-6.106,2.84026,0.050725,-0.050725,CONFIRMED
223,6.42904,2456898.86,3.127,2.75,0.24533857,0.02408779,-0.02408779,0.02955,0.85,0.04,-0.04,179.943,1.603,-1.575,5.52913,0.0486978,-0.0486978,CONFIRMED
224,2.5840753,2460280.267,1.666,7.01829,0.62613097,0.19329322,-0.19329322,0.0301,1.4,0.07,-0.07,774.157,16.807,-16.12,1.26287,0.0272631,-0.0272631,FALSE POSITIVE
225,16.995848,2457148.499,2.4912,1.6,0.14,0.02,-0.01,0.0182,0.79,0.040150000000000005,-0.04,75.5857,0.3346,-0.3318,13.2015,0.0578882,-0.0578882,CONFIRMED
226,3.535055,2456896.026,5.328,18.0,1.60585244,0.19627085,-0.19627085,0.075,2.192,0.28,-0.232,1038.41,71.37,-62.873,0.939381,0.0604538,-0.0604538,CONFIRMED
227,22.6302,2457144.153,4.92,5.2,0.46,0.12,-0.29,0.049,0.984,0.026,-0.015,329.041,4.293,-4.185,3.01076,0.038852,-0.038852,CONFIRMED
228,14.677286,2457152.681,3.23,2.0,0.17842805,0.0089214,-0.0089214,0.0247,0.73,0.03,-0.03,188.33,2.128,-2.082,5.28182,0.0588946,-0.0588946,CONFIRMED
229,20.35919,2457151.412,3.6504,11.3,1.01,0.31,-0.11,0.1887,0.55,0.17,-0.041,268.685,3.6615,-3.6615,3.69372,0.0503318,-0.0503318,CONFIRMED
230,12.2812,2457148.215,4.32,2.47,0.22,0.02,-0.04,0.0171,1.323,0.077,-0.142,557.993,17.633,-16.602,1.7642,0.054538,-0.054538,CONFIRMED
231,19.4834833,2459263.38,4.6663301,3.54834332,0.31656253,0.03167672,-0.03167672,0.0301,0.733789,0.062558,-0.062558,77.5586,0.3581,-0.3549,12.865,0.0588243,-0.0588243,CONFIRMED
232,2.53712,2456979.585,2.16,1.71,0.153,0.015,-0.034,0.0188,0.837,0.033,-0.019,181.746,1.435,-1.413,5.47374,0.042784,-0.042784,CONFIRMED
233,19.507428,2457153.005,3.4,1.92,0.17129122,0.01695069,-0.0107057,0.0244,0.72,0.03,-0.03,360.36,5.236,-5.236,2.74664,0.0400117,-0.0400117,CONFIRMED
234,2.36902,2457017.181,2.3088,1.70824866,0.1524,0.01,-0.0072,0.01695,0.92,0.034,-0.032,138.671,0.985,-0.97,7.1829,0.0504574,-0.0504574,CONFIRMED
235,1.2089819,2457738.826,1.2648,1.577,0.14069052,0.00240878,-0.00276563,0.02396,0.602,0.005,-0.004,29.661,0.0543,-0.0541,33.6855,0.0611343,-0.0611343,CONFIRMED
236,7.374689,2457222.93,2.4504,3.0,0.27,0.05,-0.04,0.0394,0.7,0.040150000000000005,-0.04,107.518,0.602,-0.596,9.27232,0.0514418,-0.0514418,CONFIRMED
237,4.465635,2457224.995,3.5208,14.8,1.32,0.15,-0.11,0.1223,1.11,0.040150000000000005,-0.04,297.462,3.959,-3.858,3.33369,0.0438308,-0.0438308,CONFIRMED
238,7.91952,2456813.383,3.237,8.2,0.731555,0.13382104,-0.13382104,0.07446,1.01,0.19,-0.19,289.827,5.68,-5.469,3.42298,0.0658381,-0.0658381,CONFIRMED
239,6.49424,2457588.137,1.7,2.19,0.19537871,0.02230351,-0.02051923,0.0292,0.69,0.02,-0.01,258.113,2.049,-2.017,3.84563,0.030287,-0.030287,CONFIRMED
240,8.266902,2457147.991,3.46224,3.59,0.369,0.039,-0.034,0.03472,0.95,0.11,-0.1,197.989,1.555,-1.53,5.02224,0.0390478,-0.0390478,CONFIRMED
241,2.790963,2456768.509,2.3,17.0,1.51663842,0.40146311,-0.40146311,0.0841,1.88,0.44,-0.44,320.639,5.652,-5.463,3.09123,0.053633,-0.053633,CONFIRMED
242,7.80692,2457223.491,2.808,3.03,0.27,0.015,-0.031,0.0252,1.103,0.019,-0.059,694.734,15.57,-14.914,1.41109,0.0313294,-0.0313294,CONFIRMED
243,14.5662,2456775.166,4.75,2.58,0.23017218,0.0178428,-0.0178428,0.0459,0.51,0.03,-0.03,99.0504,0.5153,-0.5102,10.0674,0.0518704,-0.0518704,CONFIRMED
244,2.3690438,2456981.645,2.3,1.63,0.14541886,0.02230354,-0.02408779,0.01662,0.81,0.040150000000000005,-0.04,138.671,0.985,-0.97,7.1829,0.0504574,-0.0504574,CONFIRMED
245,2.7908821,2456774.092,2.19,19.1,1.70398787,0.02230354,-0.02408779,0.1021,1.8,0.040150000000000005,-0.04,320.639,5.652,-5.463,3.09123,0.053633,-0.053633,CONFIRMED
246,6.4215,2457071.421,2.81,2.41,0.2150058,0.03122491,-0.03122491,0.0234,0.93,0.12,-0.12,284.876,2.264,-2.229,3.48158,0.0274707,-0.0274707,CONFIRMED
247,8.05428,2456982.328,2.72,1.58,0.14095816,0.02051923,-0.02051923,0.0211,0.675,0.086,-0.086,168.652,1.258,-1.24,5.90092,0.0435691,-0.0435691,CONFIRMED
248,10.13682,2457145.981,5.1216,4.6,0.41,0.07,-0.049,0.0307,1.37,0.23,-0.11,518.625,11.518,-11.037,1.89991,0.0416012,-0.0416012,CONFIRMED
249,1.404411,2456893.307,2.28504,99.0,8.8,5.5,-5.5,0.47,2.02,0.73,-0.73,166.168,3.973,-3.794,5.99516,0.139462,-0.139462,FALSE POSITIVE
250,20.851337,2457747.101,5.2,2.04,0.18199692,0.01347134,-0.01231156,0.0172,1.084,0.067,-0.061,259.208,2.95,-2.885,3.82959,0.0430933,-0.0430933,CONFIRMED
251,14.67665,2457152.684,3.336,1.94,0.173,0.012,-0.022,0.0261,0.682,0.032,-0.043,188.33,2.128,-2.082,5.28182,0.0588946,-0.0588946,CONFIRMED
252,2.871348,2457141.765,2.1888,1.8,0.16,0.03,-0.02,0.0176,0.96,0.040150000000000005,-0.04,330.916,5.727,-5.539,2.9939,0.051039,-0.051039,CONFIRMED
253,17.97586029,2460776.477,3.3462754,4.78034841,0.42647485,0.06464816,-0.06464816,0.0301,0.851795,0.048126,-0.048126,157.682,1.309,-1.288,6.31369,0.051837,-0.051837,CONFIRMED
254,1.673847,2457140.72,1.5408,3.6,0.32,0.04,-0.02,0.0272,1.23,0.040150000000000005,-0.04,188.959,2.471,-2.41,5.26448,0.0678257,-0.0678257,CONFIRMED
255,4.50717,2456979.69,2.184,1.44,0.128,0.02,-0.016,0.016,0.823,0.1,-0.042,369.888,4.99,-4.86,2.67518,0.0357213,-0.0357213,CONFIRMED
256,8.491282,2457823.579,2.3,3.395,0.30288213,0.02497997,-0.02292804,0.0397,0.783,0.054,-0.051,286.727,3.103,-3.038,3.45921,0.0370665,-0.0370665,CONFIRMED
257,0.870673,2457065.763,0.0,21.0,1.9,1.8,-1.8,0.11,1.74,0.13,-0.13,568.754,9.447,-9.149,1.7296,0.0285227,-0.0285227,FALSE POSITIVE
258,6.894287,2457143.793,2.4408,2.8,0.25,0.04,-0.03,0.0228,1.11,0.040150000000000005,-0.04,360.911,5.351,-5.201,2.74245,0.0401933,-0.0401933,CONFIRMED
259,19.5688,2456978.425,5.712,3.66,0.327,0.072,-0.043,0.0321,1.047,0.094,-0.032,377.822,6.802,-6.57,2.6188,0.0464706,-0.0464706,CONFIRMED
260,10.3535,2456813.609,2.43,3.32,0.29619056,0.04460701,-0.04460701,0.0377,0.8,0.06,-0.06,403.513,11.6715,-11.6715,2.45137,0.0710901,-0.0710901,CONFIRMED
261,13.15628,2456897.147,3.92592,3.2,0.29,0.16,-0.16,0.0782,0.38,0.21,-0.21,274.3,2.093,-2.063,3.61703,0.0274095,-0.0274095,CONFIRMED
262,52.713494,2457159.157,4.64,2.39,0.21322189,0.00802928,-0.00802928,0.0232,0.94,0.03,-0.03,268.357,3.298,-3.22,3.69811,0.044908,-0.044908,CONFIRMED
263,15.61136333,2459547.722,3.2002615,2.90333467,0.25901862,0.04681563,-0.04681563,0.0301,1.22568,0.064337,-0.064337,35.26,0.0526,-0.0525,28.3319,0.0419625,-0.0419625,CONFIRMED
264,14.453513,2457144.859,3.4704,2.7,0.24,0.04,-0.02,0.0336,0.74,0.040150000000000005,-0.04,423.065,5.393,-5.393,2.33505,0.0299025,-0.0299025,CONFIRMED
265,2.219368,2457141.83,1.236,1.17,0.104,0.012,-0.017,0.0202,0.532,0.054,-0.059,72.0444,0.2532,-0.2532,13.8516,0.0484217,-0.0484217,CONFIRMED
266,3.835376,2457395.238,1.5408,1.5,0.13,0.04,-0.03,0.0299,0.45,0.040150000000000005,-0.04,69.4798,0.1524,-0.1517,14.3638,0.0312634,-0.0312634,CONFIRMED
267,32.94171,2456836.172,2.628,1.4,0.12,0.026,-0.016,0.0517,0.249,0.05,-0.027,38.0266,0.07955,-0.07955,26.2686,0.0545906,-0.0545906,CONFIRMED
268,13.1225,2457749.135,3.98,2.45,0.21857436,0.03122491,-0.02230351,0.0228,0.947,0.089,-0.055,392.251,6.767,-6.546,2.52119,0.0429288,-0.0429288,CONFIRMED
269,13.33877,2457392.398,4.44,3.79,0.338,0.058,-0.049,0.0341,1.02,0.028,-0.024,244.59,3.044,-2.972,4.06029,0.0498984,-0.0498984,CONFIRMED
270,1.921076,2457394.908,1.7496,3.8,0.34,0.04,-0.02,0.0404,0.86,0.040150000000000005,-0.04,402.915,5.027,-4.907,2.45325,0.0303641,-0.0303641,CONFIRMED
271,7.814,2457946.651,2.256,0.705,0.06289589,0.00856455,-0.00758319,0.0092,0.703,0.024,-0.022,77.5586,0.3581,-0.3549,12.865,0.0588243,-0.0588243,CONFIRMED
272,8.59627,2457396.601,3.792,2.6,0.23,0.016,-0.043,0.0191,1.251,0.02,-0.03,300.64,4.186,-4.075,3.29796,0.0453529,-0.0453529,CONFIRMED
273,9.32705,2457140.846,4.08,3.63,0.324,0.079,-0.118,0.043,0.773,0.035,-0.025,327.783,3.236,-3.175,3.02214,0.0296087,-0.0296087,CONFIRMED
274,8.8665,2457143.39,2.98,2.24179614,0.2,0.011,-0.011,0.0297,0.69,0.02,-0.02,203.896,1.742,-1.712,4.87598,0.0412297,-0.0412297,CONFIRMED
275,9.0073,2457011.357,2.58,2.30905002,0.206,0.015,-0.012,0.0315,0.671,0.023,-0.022,264.213,2.06,-2.029,3.75615,0.0290665,-0.0290665,CONFIRMED
276,2.90032,2457066.744,1.27,1.02,0.0909983,0.01605852,-0.01605852,0.0188,0.494,0.07,-0.07,134.188,0.421,-0.419,7.42337,0.0231484,-0.0231484,CONFIRMED
277,11.808398,2456811.857,2.48,3.1,0.27656348,0.02230354,-0.02408779,0.03465,0.76,0.040150000000000005,-0.04,493.992,9.0765,-9.0765,1.9959,0.0369068,-0.0369068,CONFIRMED
278,3.96165,2456813.039,2.16,1.48,0.132,0.012,-0.019,0.0214,0.634,0.039,-0.045,257.443,3.239,-3.239,3.85616,0.0484959,-0.0484959,CONFIRMED
279,15.48043,2457585.709,4.2,2.32,0.20697654,0.0178428,-0.01516638,0.0189,1.13,0.03,-0.02,416.457,8.192,-7.888,2.37321,0.0459932,-0.0459932,CONFIRMED
280,1.117027,2457311.23,1.7808,16.9,1.51,0.92,-0.78,0.5727,0.27,0.040150000000000005,-0.04,164.337,5.62,-5.267,6.06863,0.199668,-0.199668,FALSE POSITIVE
281,10.13675,2457145.981,5.03,4.3,0.38362031,0.02676421,-0.0178428,0.0301,1.311,0.083,-0.048,518.625,11.518,-11.037,1.89991,0.0416012,-0.0416012,CONFIRMED
282,1.60588,2457583.288,1.3,0.83,0.07404764,0.00535284,-0.0044607,0.0153,0.5,0.01,-0.01,64.0065,0.2577,-0.2577,15.5949,0.0624233,-0.0624233,CONFIRMED
283,9.7843,2456982.936,2.76,1.15,0.10259613,0.01695066,-0.01695066,0.0272,0.384,0.052,-0.052,174.955,1.0145,-1.0145,5.68706,0.0329001,-0.0329001,CONFIRMED
284,16.197189,2456991.545,1.43,2.11,0.18824159,0.02230354,-0.02408779,0.02472,0.69,0.040150000000000005,-0.04,112.467,0.491,-0.487,8.86281,0.0383558,-0.0383558,CONFIRMED
285,4.15917,2456978.818,3.5784,13.18,1.176,0.03,-0.017,0.10173,1.188,0.03,-0.011,264.78,4.888,-4.716,3.74964,0.0679499,-0.0679499,CONFIRMED
