kepid,koi_period,koi_time0bk,koi_time0,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_fwm_stat_sig,koi_disposition
52,7.51854537,132.53078,2454965.531,0.13,0.321,-0.13,2.845,0.146,-0.146,287.0,17.2,-17.2,0.015061,0.000723,-0.000621,2.8135,0.29721,-1.17915,1.42,0.06,-0.12,0.0701,89.63,784.0,89.41,14.58,-19.35,20.33,2.1,-2.1,0.1451,0.582,4.017333,14.684393,19.4,2,173.0,0.0035,5064.0,83.0,-75.0,4.474,0.09,-0.03,0.864,0.038,-0.076,0.811,0.052,-0.03,0.005,CONFIRMED
53,90.08255562,173.987561,2455006.988,0.099,0.009,-0.017,19.7301,0.00869,-0.00869,43300.0,14.5,-14.5,0.192307,4.2e-05,-7.1e-05,0.16603,0.00073,-0.0005,49.2,9.2,-17.1,0.437,89.86,666.0,46.58,26.41,-28.78,41.451,0.182,-0.182,0.31,0.2931,828.3459,2006.473,3571.6,1,15.0,0.3708,6523.0,176.0,-176.0,3.835,0.292,-0.097,2.343,0.438,-0.813,1.371,0.233,-0.233,0.0,FALSE POSITIVE
54,0.772803664,131.70354,2454964.704,0.199,0.277,-0.199,1.368,0.178,-0.178,290.0,35.0,-35.0,0.015156,0.00141,-0.000984,2.58892,0.83637,-1.67922,1.11,0.08,-0.1,0.0143,87.37,1365.0,826.03,263.24,-232.76,4.34,1.4,-1.4,0.0775,0.666,4.3377347,9.748285,8.5,1,1456.0,0.9793,4535.0,159.0,-159.0,4.607,0.052,-0.028,0.668,0.048,-0.06,0.659,0.075,-0.054,0.0,FALSE POSITIVE
55,28.7369766,153.842,2454986.842,0.1108,0.4193,-0.1107,1.586,0.414,-0.414,525.0,133.0,-133.0,0.020908,0.00281,-0.00444,63.49709,224.43739,-61.04654,1.95,0.86,-0.16,0.1798,89.95,550.0,21.64,29.48,-5.51,140.5,62.1,-62.1,0.2686,0.3919,6.2135533,24.499257999999998,5.5,1,164.0,0.4679,5722.0,184.0,-173.0,4.547,0.031,-0.302,0.854,0.378,-0.07,0.937,0.101,-0.097,0.067,FALSE POSITIVE
56,3.341913228,171.63943,2455004.639,1.213,11.28,-0.141,3.813,0.12,-0.12,725.0,21.3,-21.3,0.243351,11.3,-0.135,0.01791,3.41491,-0.00331,21.55,3.54,-1.89,0.0415,56.44,1032.0,268.67,145.91,-70.67,2.19,1.1,-1.1,0.1959,0.5086,5.0937037,32.72262,39.0,1,780.0,0.0,5295.0,175.0,-159.0,4.551,0.049,-0.105,0.811,0.133,-0.071,0.853,0.078,-0.078,0.0,FALSE POSITIVE
57,9.31392071,135.7783,2454968.778,0.1287,0.3959,-0.1286,0.971,0.24,-0.24,164.0,40.4,-40.4,0.011805,0.00326,-0.000895,86.60949,363.49933,-85.55508,1.25,0.53,-0.11,0.0882,89.95,884.0,144.19,176.89,-39.76,73.5,34.3,-34.3,0.2909,0.351,5.866011,7.3039784,6.6,1,146.0,0.4679,6032.0,153.0,-194.0,4.485,0.044,-0.044,0.973,0.408,-0.089,1.055,0.18,-0.136,0.194,FALSE POSITIVE
58,5.412203927,133.143089,2454966.143,0.787,0.005,-0.565,2.9472,0.024,-0.024,602.0,4.0,-4.0,0.024775,6e-05,-0.00189,0.51087,1.25402,-0.00404,2.94,0.43,-0.38,0.0591,85.12,1093.0,337.68,137.29,-102.18,9.25,4.5,-4.5,0.2676,0.3928,46.475086,163.47614,166.7,3,244.0,0.2265,5779.0,104.0,-115.0,4.339,0.132,-0.108,1.087,0.157,-0.142,0.941,0.074,-0.054,0.0,CONFIRMED
59,6.83440674,136.86023,2454969.86,0.871,0.038,-0.609,2.2726,0.0609,-0.0609,177.0,6.8,-6.8,0.014584,0.00072,-0.00262,0.69723,3.89408,-0.2668,1.01,0.07,-0.03,0.0618,85.83,636.0,38.68,9.33,-5.11,11.99,5.6,-5.6,0.0722,0.674,4.780939,24.54701,29.1,3,187.0,0.1132,4498.0,90.0,-90.0,4.661,0.012,-0.042,0.635,0.045,-0.019,0.698,0.028,-0.042,0.818,CONFIRMED
60,8.209514329,134.0632157,2454967.063,1.079,0.051,-0.137,4.14104,0.00191,-0.00191,141000.0,1.3,-1.3,0.648608,0.042,-0.107,1.90038,0.06819,-0.14568,149.52,35.8,-66.4,0.0856,86.73,1371.0,834.79,621.79,-615.53,18.918,0.679,-0.679,0.3023,0.3153,3802.564,17207.559,6579.3,1,168.0,0.6302,6258.0,203.0,-248.0,3.882,0.464,-0.116,2.111,0.505,-0.938,1.237,0.185,-0.255,0.0,FALSE POSITIVE
61,29.6990126,135.6251,2454968.625,0.3636,0.0895,-0.3635,1.849,0.569,-0.569,93.3,19.9,-19.9,0.009013,0.000847,-0.00119,33.03669,30.70289,-32.86604,1.93,0.71,-0.73,0.2008,89.95,880.0,141.6,150.45,-93.42,115.5,53.7,-53.7,0.3068,0.3027,6.2135533,24.499257999999998,7.4,2,164.0,0.4679,6382.0,159.0,-192.0,3.94,0.325,-0.184,1.961,0.72,-0.745,1.222,0.296,-0.225,0.0,FALSE POSITIVE
62,31.97280045,261.76713,2455094.767,0.935,0.01,-0.017,4.9,0.171,-0.171,2240.0,75.7,-75.7,0.05335,0.00159,-0.0028,0.26268,0.06317,-0.06016,5.88,1.87,-0.62,0.2015,87.79,626.0,36.33,33.96,-11.48,24.21,5.8,-5.8,0.3058,0.3071,20.16573,29.183687,44.8,1,3.0,0.9929,6340.0,176.0,-242.0,4.457,0.067,-0.202,1.01,0.32,-0.107,1.066,0.143,-0.143,0.0,FALSE POSITIVE
63,15.86624787,141.08734,2454974.087,0.858,0.096,-0.594,4.25,0.0941,-0.0941,77.3,2.9,-2.9,0.009192,0.00124,-0.00113,0.2639,1.3428,-0.02182,1.31,0.06,-0.05,0.1225,86.77,879.0,141.18,19.99,-18.5,15.2,7.0,-7.0,0.2949,0.3354,5.5587177,21.97962,28.4,3,68.0,0.8177,6099.0,79.0,-85.0,4.193,0.016,-0.018,1.308,0.054,-0.054,0.974,0.071,-0.064,0.758,CONFIRMED
64,20.83762895,132.08488,2454965.085,0.706,0.04,-0.505,2.3734,0.0987,-0.0987,439.0,30.9,-30.9,0.020532,0.00501,-0.00197,5.25789,8.57227,-4.72919,1.42,0.06,-0.07,0.1278,89.18,418.0,7.24,1.25,-1.16,49.4,20.1,-20.1,0.0853,0.6656,5.914461,12.130763,14.9,3,67.0,0.1071,4261.0,85.0,-85.0,4.641,0.027,-0.02,0.633,0.026,-0.029,0.64,0.035,-0.029,0.016,CONFIRMED
65,12.4254241,141.5418,2454974.542,0.938,0.033,-0.627,24.98,1.0,-1.0,379.0,12.3,-12.3,0.022225,0.00253,-0.00412,0.00074,0.00743,-0.00033,2.17,0.53,-0.22,0.1046,59.01,755.0,76.9,54.83,-22.87,1.821,0.871,-0.871,0.2676,0.3928,3.85366,14.412345,36.0,1,112.0,0.2632,5853.0,157.0,-192.0,4.529,0.042,-0.168,0.895,0.216,-0.093,0.99,0.104,-0.116,0.0,FALSE POSITIVE
66,8.7396758,136.5829,2454969.583,0.957,0.001,-0.68,3.866,0.266,-0.266,1430.0,107.0,-107.0,0.047917,0.0011,-0.0156,0.10144,3.31558,-0.02446,3.29,0.26,-0.3,0.0713,82.59,577.0,26.17,8.92,-7.62,7.43,3.7,-3.7,0.0775,0.666,4.260325,12.053264,15.6,2,33.0,0.6681,4406.0,154.0,-170.0,4.643,0.044,-0.032,0.628,0.051,-0.056,0.632,0.063,-0.057,0.687,CONFIRMED
67,5.16949729,170.31339,2455003.313,0.235,0.184,-0.235,4.5122,0.0464,-0.0464,211.0,3.5,-3.5,0.01336,0.000239,-0.000218,0.45813,0.05339,-0.09896,2.06,0.31,-0.43,0.0578,88.44,1309.0,694.32,294.94,-296.47,8.65,1.0,-1.0,0.2949,0.3354,5.866416,49.771988,66.2,2,265.0,0.6614,6011.0,108.0,-132.0,4.123,0.195,-0.105,1.409,0.214,-0.294,0.963,0.075,-0.082,0.547,CONFIRMED
68,30.9587224,263.3166,2455096.317,0.765,0.194,-0.558,4.411,0.362,-0.362,342.0,32.1,-32.1,0.018439,0.0042,-0.00156,0.92468,2.86123,-0.83456,2.34,0.72,-0.31,0.2041,88.78,686.0,52.49,46.78,-18.26,36.0,15.9,-15.9,0.3103,0.2947,5.454655,9.175908,13.1,1,4.0,0.9814,6525.0,158.0,-226.0,4.381,0.067,-0.202,1.161,0.361,-0.155,1.183,0.162,-0.162,0.0,FALSE POSITIVE
69,183.836254,149.3728,2454982.373,0.956,0.004,-0.68,13.088,0.567,-0.567,1050.0,70.5,-70.5,0.039532,8.4e-05,-0.0113,0.04751,1.2676,-0.00047,51.64,8.93,-13.4,0.7889,88.75,852.0,124.46,58.93,-64.02,43.9,21.7,-21.7,0.205,0.4963,6.8211384,7.5808687,15.7,1,4.0,0.7698,4959.0,86.0,-149.0,2.569,0.03,-0.03,11.963,2.068,-3.102,1.934,0.84,-0.84,0.862,FALSE POSITIVE
70,3.273699006,171.2385098,2455004.239,0.733,0.038,-0.022,3.07626,0.00742,-0.00742,6860.0,6.6,-6.6,0.08215,0.000731,-0.000253,0.49173,0.05172,-0.08613,22.36,7.31,-7.3,0.0606,83.56,3060.0,20728.79,20023.32,-12817.72,6.531,0.687,-0.687,0.2908,0.1733,389.9093,5358.328,1293.1,1,410.0,0.5087,10816.0,304.0,-457.0,4.086,0.22,-0.22,2.493,0.814,-0.814,2.76,0.289,-0.674,0.0,FALSE POSITIVE
71,0.968065631,131.97214,2454964.972,0.518,0.451,-0.299,1.772,0.259,-0.259,92.5,9.3,-9.3,0.009047,0.000328,-0.000744,1.01042,0.6887,-0.59456,0.68,0.1,-0.05,0.0174,81.92,1487.0,1157.58,577.08,-273.07,3.69,1.3,-1.3,0.2337,0.4535,3.2813544,9.257696,14.0,2,1386.0,0.9652,5367.0,160.0,-160.0,4.639,0.032,-0.091,0.687,0.106,-0.049,0.757,0.072,-0.072,0.0,FALSE POSITIVE
72,447.97028,559.6455,2455392.646,0.021,0.41,-0.021,10.857,0.843,-0.843,513.0,61.5,-61.5,0.020665,0.00133,-0.00155,3.13723,0.08817,-1.69066,2.0,0.62,-0.2,1.1358,90.0,230.0,0.67,0.6,-0.19,321.66,9.0,-9.0,0.2916,0.3447,5.8955092,7.3495703,9.2,1,3.0,0.0242,5911.0,159.0,-177.0,4.53,0.05,-0.212,0.887,0.273,-0.091,0.972,0.107,-0.131,0.0,FALSE POSITIVE
73,6.46004728,135.96779,2454968.968,0.828,0.103,-0.607,1.979,0.109,-0.109,394.0,25.9,-25.9,0.020507,0.00312,-0.00247,1.50481,6.57862,-1.16228,1.8,0.43,-0.17,0.0652,86.82,883.0,144.06,105.41,-40.9,14.92,7.2,-7.2,0.2787,0.3728,3.3010538,12.190126,17.0,2,167.0,0.8978,5704.0,169.0,-186.0,4.575,0.04,-0.16,0.804,0.194,-0.077,0.897,0.088,-0.107,0.046,CONFIRMED
74,536.52197,379.6146,2455212.615,0.14,0.325,-0.14,4.458,0.593,-0.593,294.0,37.8,-37.8,0.015321,0.00114,-0.00135,51.927,5.45008,-43.06438,3.0,0.77,-1.54,1.336,89.99,273.0,1.31,1.04,-1.03,924.5,97.0,-97.0,0.1793,0.5438,6.202469,7.534902,9.7,1,3.0,0.3612,5335.0,176.0,-128.0,3.973,0.48,-0.16,1.794,0.461,-0.922,1.104,0.142,-0.189,0.59,FALSE POSITIVE
75,5.07437786,171.56544,2455004.565,1.21,2.515,-0.11,5.942,0.0836,-0.0836,606.0,8.2,-8.2,0.236223,2.5,-0.105,0.00639,0.06102,-0.00062,23.71,6.24,-2.69,0.0564,53.96,1008.0,244.04,188.99,-71.91,2.057,0.982,-0.982,0.2622,0.4035,27.39406,103.53328,86.6,1,270.0,0.9813,5661.0,152.0,-152.0,4.48,0.062,-0.188,0.919,0.242,-0.104,0.929,0.104,-0.094,0.0,FALSE POSITIVE
76,173.06929,221.2582,2455054.258,1.1262,0.4818,-0.1481,12.84,2.0,-2.0,577.0,63.7,-63.7,0.152586,0.474,-0.127,0.0102,0.00373,-0.00693,30.29,17.8,-6.16,0.7005,87.66,518.0,17.08,31.46,-7.97,25.28,9.2,-9.2,0.3358,0.2359,6.2135533,24.499257999999998,19.9,1,164.0,0.4679,7296.0,221.0,-310.0,4.103,0.124,-0.338,1.818,1.069,-0.37,1.526,0.319,-0.296,0.0,FALSE POSITIVE
77,0.961292561,121.4629897,2454954.463,0.579,0.006,-0.005,4.64294,0.00379,-0.00379,326000.0,131.0,-131.0,0.603654,0.00225,-0.00375,0.35813,0.00482,-0.00273,92.55,28.0,-20.3,0.0197,77.11,2344.0,7160.97,6242.58,-3297.78,2.596,0.0349,-0.0349,0.303,0.3166,824.67236,4828.945,1703.0,1,1418.0,-1.0,6300.0,158.0,-189.0,4.188,0.195,-0.175,1.404,0.424,-0.308,1.106,0.182,-0.136,0.0,FALSE POSITIVE
78,9.08590495,182.08162,2455015.082,0.978,4.887,-0.036,2.0718,0.0564,-0.0564,2120.0,49.3,-49.3,0.066386,5.05,-0.015,0.6715,2.33892,-0.36856,6.28,1.52,-0.82,0.0799,86.08,861.0,130.1,95.81,-44.05,14.31,7.1,-7.1,0.2979,0.3238,10.990618,50.46327,50.5,1,99.0,0.5483,5931.0,177.0,-195.0,4.479,0.091,-0.169,0.866,0.21,-0.113,0.825,0.103,-0.063,0.041,FALSE POSITIVE
79,1.25338826,132.6307,2454965.631,0.469,0.475,-0.252,3.828,0.567,-0.567,44.7,3.7,-3.7,0.006236,0.000122,-0.000512,0.15342,0.32309,-0.06414,0.64,0.08,-0.02,0.0232,78.43,1651.0,1750.61,586.89,-221.78,2.336,0.984,-0.984,0.2602,0.4096,3.8813643,12.076575,14.8,1,1076.0,0.5806,5869.0,70.0,-87.0,4.513,0.018,-0.096,0.942,0.121,-0.035,1.054,0.057,-0.063,0.0,FALSE POSITIVE
80,13.78109471,177.852785,2455010.853,0.545,0.08,-0.406,2.3188,0.0267,-0.0267,756.0,7.8,-7.8,0.025926,0.0022,-0.000732,6.11908,3.79996,-0.85389,1.42,0.09,-0.13,0.0896,89.21,402.0,6.17,1.39,-1.55,39.5,12.3,-12.3,0.3719,0.3402,22.382406,112.699356,112.8,3,98.0,0.1373,3846.0,77.0,-84.0,4.738,0.052,-0.024,0.503,0.032,-0.048,0.505,0.036,-0.04,0.058,CONFIRMED
81,16.1289679,143.75518,2454976.755,0.968,0.046,-0.684,6.271,0.366,-0.366,389.0,21.1,-21.1,0.024747,0.00157,-0.00686,0.02158,1.14613,-0.04636,2.94,0.61,-0.5,0.1202,81.65,715.0,61.87,34.02,-21.74,6.67,3.3,-3.3,0.224,0.4695,4.422884,16.902508,21.3,1,86.0,0.1936,5392.0,80.0,-80.0,4.314,0.165,-0.15,1.087,0.227,-0.185,0.888,0.061,-0.035,0.036,CONFIRMED
82,4.320850062,132.4183917,2454965.418,1.087,0.006,-0.07,4.26661,0.00274,-0.00274,75900.0,32.0,-32.0,0.500266,0.000798,-0.0593,0.53718,0.02631,-0.01295,59.16,19.1,-8.19,0.0526,82.28,1221.0,524.62,515.8,-192.13,8.093,0.396,-0.396,0.2889,0.3511,614.65356,6209.734,1691.5,1,301.0,0.3053,6098.0,193.0,-236.0,4.384,0.09,-0.21,1.083,0.35,-0.15,1.034,0.166,-0.12,0.0,FALSE POSITIVE
83,11.34436822,172.84392,2455005.844,1.183,23.59,-0.098,5.558,0.133,-0.133,586.0,13.3,-13.3,0.2096,23.6,-0.0938,0.01007,3.37301,-0.00137,17.21,3.62,-1.28,0.0927,73.19,703.0,57.67,37.46,-13.42,4.09,2.0,-2.0,0.2665,0.398,13.083215,50.695923,52.2,1,119.0,0.8091,5594.0,169.0,-152.0,4.602,0.034,-0.145,0.752,0.158,-0.056,0.841,0.08,-0.089,0.0,FALSE POSITIVE
84,2.974163938,132.49312,2454965.493,0.736,26.85,-0.041,1.7423,0.0347,-0.0347,90300.0,1220.0,-1220.0,0.318122,25.6,-0.0108,6.24606,635.45984,-1.12088,34.74,0.0,0.0,0.0406,87.05,1266.0,605.99,0.0,0.0,14.29,7.1,-7.1,0.2622,0.4035,14.689193,88.41796,88.6,1,417.0,0.0,5780.0,157.0,-160.0,4.438,0.071,-0.127,1.0,0.244,-0.111,1.0,0.104,-0.097,0.0,FALSE POSITIVE
85,8.4803326,135.8598,2454968.86,0.556,0.412,-0.34,5.918,0.558,-0.558,35.6,3.9,-3.9,0.005666,0.000248,-0.000474,0.20489,0.275,-0.04848,1.35,0.26,-0.46,0.0856,86.53,1390.0,882.07,527.66,-540.43,9.2,4.1,-4.1,0.2998,0.3069,3.4102333,9.09204,11.0,1,128.0,0.3126,6245.0,172.0,-191.0,3.826,0.308,-0.103,2.179,0.43,-0.736,1.16,0.217,-0.217,0.001,FALSE POSITIVE
86,1.686009643,133.060575,2454966.061,0.566,0.311,-0.356,1.1818,0.0309,-0.0309,390.0,9.8,-9.8,0.018813,0.0021,-0.000776,5.2872,3.26109,-3.99394,1.81,0.53,-0.18,0.0275,86.5,1442.0,1024.99,866.34,-278.07,9.26,2.9,-2.9,0.2676,0.3928,7.197012,34.93605,48.5,1,790.0,0.906,5783.0,144.0,-158.0,4.539,0.038,-0.212,0.88,0.258,-0.086,0.977,0.102,-0.114,0.0,FALSE POSITIVE
87,37.9102139,162.458419,2454995.458,0.963,0.034,-0.024,3.11152,0.00273,-0.00273,103000.0,59.0,-59.0,0.481581,0.0241,-0.0194,15.17159,0.58804,-0.24359,29.45,2.05,-2.26,0.1816,89.47,358.0,3.89,1.06,-0.96,104.85,4.1,-4.1,0.1554,0.5738,576.0454,1997.5936,1065.9,1,26.0,0.5978,4623.0,125.0,-139.0,4.686,0.054,-0.031,0.56,0.039,-0.043,0.556,0.047,-0.027,0.0,FALSE POSITIVE
88,3.411758679,133.18086,2454966.181,1.213,12.11,-0.09,3.158,0.118,-0.118,571.0,19.2,-19.2,0.240197,12.2,-0.0878,0.0241,4.26199,-0.00206,14.71,1.42,-2.12,0.0372,60.41,684.0,51.85,18.7,-18.94,2.46,1.2,-1.2,0.2238,0.5081,5.0324354,30.408123,35.6,1,398.0,0.2107,3995.0,126.0,-140.0,4.71,0.071,-0.044,0.561,0.054,-0.081,0.582,0.059,-0.088,0.0,FALSE POSITIVE
89,1.8789138,133.06338,2454966.063,0.536,0.075,-0.43,4.279,0.244,-0.244,30.2,2.1,-2.1,0.005224,0.000191,-0.000248,0.13684,0.15527,-0.00489,1.9,0.47,-0.94,0.0379,79.51,3330.0,29112.69,21371.36,-22813.87,2.94,1.1,-1.1,0.2795,0.2983,5.8637385,13.470228,17.8,1,714.0,0.7301,8046.0,223.0,-335.0,3.704,0.42,-0.112,3.339,0.824,-1.648,2.06,0.336,-0.504,0.0,FALSE POSITIVE
90,130.1780296,212.032638,2455045.033,0.022,0.144,-0.022,8.4534,0.0213,-0.0213,11600.0,34.3,-34.3,0.098365,0.00036,-0.000139,2.40696,0.0079,-0.13583,10.44,3.22,-1.07,0.5121,89.99,367.0,4.31,3.89,-1.27,129.19,0.424,-0.424,0.2889,0.3511,77.47073,203.99986,365.2,3,10.0,0.5976,6046.0,162.0,-198.0,4.486,0.052,-0.221,0.972,0.3,-0.1,1.053,0.129,-0.142,0.0,CONFIRMED
91,2.178150567,171.232233,2455004.232,1.228,0.934,-0.119,3.5065,0.0358,-0.0358,511.0,4.8,-4.8,0.249688,0.928,-0.115,0.0181,0.04425,-0.00221,34.19,11.4,-4.88,0.0352,42.13,1796.0,2457.28,2349.57,-911.47,1.656,0.81,-0.81,0.3179,0.2687,6.807421,51.929333,131.4,1,616.0,0.8217,6820.0,165.0,-260.0,4.328,0.084,-0.196,1.254,0.418,-0.179,1.227,0.189,-0.17,0.0,FALSE POSITIVE
92,0.66234265,131.714,2454964.714,0.631,0.032,-0.488,1.049,0.145,-0.145,2360.0,272.0,-272.0,0.047016,0.00125,-0.00526,2.98551,3.86751,-2.74841,5.13,0.0,0.0,0.0149,81.16,2089.0,4499.32,0.0,0.0,4.11,1.8,-1.8,0.2622,0.4035,3.2564533,9.131409,12.4,1,409.0,0.9981,5780.0,157.0,-160.0,4.438,0.071,-0.127,1.0,0.244,-0.111,1.0,0.104,-0.097,0.0,FALSE POSITIVE
93,37.59406667,168.578815,2455001.579,1.197,0.064,-0.047,8.9943,0.0189,-0.0189,28600.0,75.5,-75.5,0.430244,0.0545,-0.044,0.20933,0.00354,-0.00435,43.08,10.9,-6.67,0.2055,87.26,554.0,22.2,16.47,-8.15,25.008,0.423,-0.423,0.2979,0.3238,189.98488,742.5148,485.8,1,28.0,0.4282,5941.0,159.0,-177.0,4.426,0.124,-0.171,0.917,0.231,-0.142,0.817,0.103,-0.063,0.0,FALSE POSITIVE
94,13.26255423,136.29135,2454969.291,0.943,0.015,-0.654,4.65,0.213,-0.213,916.0,32.4,-32.4,0.03481,8e-05,-0.00721,0.08783,1.66688,-0.02595,3.55,1.09,-0.36,0.1105,84.21,766.0,81.56,75.73,-24.51,9.35,4.7,-4.7,0.2889,0.3511,5.9389105,25.74383,31.4,1,86.0,0.857,5973.0,189.0,-210.0,4.506,0.052,-0.208,0.935,0.285,-0.095,1.024,0.129,-0.129,0.0,FALSE POSITIVE
95,5.082722475,137.26075,2454970.261,0.019,0.309,-0.019,5.9139,0.0494,-0.0494,1970.0,24.5,-24.5,0.040316,0.000695,-0.000288,0.23596,0.0074,-0.04193,4.4,0.0,0.0,0.058,89.84,1059.0,296.94,0.0,0.0,6.856,0.215,-0.215,0.2622,0.4035,8.657381,61.00949,95.5,1,261.0,0.6906,5780.0,157.0,-160.0,4.438,0.071,-0.127,1.0,0.244,-0.111,1.0,0.104,-0.097,0.0,FALSE POSITIVE
96,21.0871953,202.858405,2455035.858,0.065,0.033,-0.065,5.92691,0.00815,-0.00815,8890.0,18.3,-18.3,0.086833,0.000127,-0.000112,1.09152,0.007,-0.02183,14.43,2.49,-3.03,0.1527,89.87,873.0,137.06,66.74,-58.19,29.494,0.189,-0.189,0.3036,0.3098,71.818825,370.4678,556.2,2,52.0,0.6606,6266.0,125.0,-125.0,4.101,0.182,-0.098,1.522,0.262,-0.32,1.066,0.118,-0.089,0.007,CONFIRMED
97,8.31377304,175.99137,2455008.991,0.002,0.432,-0.002,2.964,0.125,-0.125,837.0,49.1,-49.1,0.026357,0.00124,-0.000811,2.91336,0.16078,-1.25664,2.74,0.43,-0.13,0.0821,89.99,886.0,145.51,64.54,-23.61,22.0,1.2,-1.2,0.2844,0.3661,12.27314,92.30504,19.6,1,157.0,0.1858,5900.0,105.0,-117.0,4.509,0.021,-0.119,0.951,0.152,-0.045,1.065,0.059,-0.074,0.187,CONFIRMED
98,241.647602,325.21488,2455158.215,0.0404,0.4347,-0.0404,1.742,0.303,-0.303,362.0,72.1,-72.1,0.017411,0.00173,-0.00231,405.11121,135.81107,-307.5242,1.88,0.74,-0.2,0.7582,89.95,300.0,1.92,2.23,-0.55,1077.0,361.0,-361.0,0.2864,0.3559,6.2135533,24.499257999999998,5.6,1,164.0,0.4679,5962.0,154.0,-175.0,4.445,0.063,-0.276,0.989,0.391,-0.104,0.994,0.139,-0.115,0.002,FALSE POSITIVE
99,9.97682072,131.76825,2454964.768,0.022,0.429,-0.022,3.4873,0.0931,-0.0931,967.0,35.1,-35.1,0.028075,0.00113,-0.000548,2.15668,0.1527,-0.73627,2.85,0.73,-0.46,0.0849,89.94,802.0,97.85,76.43,-36.54,22.47,1.6,-1.6,0.2434,0.4341,8.489154,50.714653,31.3,1,137.0,0.428,5500.0,166.0,-166.0,4.416,0.124,-0.171,0.928,0.239,-0.147,0.821,0.12,-0.065,0.003,CONFIRMED
100,20.47748843,178.66786,2455011.668,0.497,0.015,-0.44,2.8364,0.0419,-0.0419,1380.0,28.2,-28.2,0.034376,0.0036,-0.00118,5.64738,2.93961,-0.00646,2.92,0.35,-0.19,0.1402,89.43,530.0,18.65,7.63,-4.3,50.0,13.0,-13.0,0.1451,0.582,10.706917,45.383663,52.7,3,59.0,0.7467,5097.0,152.0,-152.0,4.597,0.025,-0.085,0.779,0.093,-0.053,0.891,0.039,-0.097,0.287,CONFIRMED
101,76.45315813,133.986308,2454966.986,1.26,0.576,-0.186,5.1822,0.0432,-0.0432,9660.0,75.8,-75.8,0.388134,0.554,-0.166,0.9129,0.30067,-0.09448,22.89,1.1,-1.49,0.2889,88.9,291.0,1.7,0.4,-0.4,65.6,21.6,-21.6,0.2745,0.4228,56.25497,165.07071,151.8,1,19.0,0.5568,4831.0,144.0,-158.0,4.713,0.049,-0.025,0.54,0.026,-0.035,0.548,0.036,-0.022,0.0,FALSE POSITIVE
102,5.54867998,133.9285,2454966.928,0.095,0.363,-0.095,4.665,0.302,-0.302,68.9,5.0,-5.0,0.007428,0.000322,-0.000466,0.46783,0.39883,-0.18193,0.68,0.05,-0.05,0.0577,89.4,882.0,143.26,36.06,-28.54,9.13,3.9,-3.9,0.1959,0.5086,3.0178843,12.058357,15.4,2,240.0,0.1256,5258.0,105.0,-105.0,4.514,0.055,-0.055,0.835,0.063,-0.057,0.831,0.053,-0.042,0.0,FALSE POSITIVE
103,18.78429232,137.88207,2454970.882,0.658,0.008,-0.509,3.1136,0.0994,-0.0994,1010.0,48.3,-48.3,0.030522,0.0067,-0.0025,2.62181,2.91861,-2.04985,2.14,0.08,-0.1,0.1198,88.97,433.0,8.3,1.4,-1.33,36.6,13.6,-13.6,0.0718,0.6834,6.344369,26.569523,23.8,2,73.0,0.014,4243.0,84.0,-84.0,4.637,0.027,-0.02,0.641,0.025,-0.03,0.651,0.034,-0.03,0.666,CONFIRMED
104,6.54626149,133.85964,2454966.86,0.644,0.295,-0.438,2.75,0.111,-0.111,656.0,30.0,-30.0,0.024555,0.00575,-0.00161,1.35056,1.41306,-1.21438,2.19,0.22,-0.08,0.0668,87.46,810.0,101.78,31.02,-14.45,14.52,5.1,-5.1,0.186,0.5256,4.6233773,24.029488,24.8,5,200.0,0.73,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.817,0.08,-0.029,0.926,0.032,-0.064,0.09,CONFIRMED
105,7.01733571,133.90592,2454966.906,0.581,0.021,-0.475,3.567,0.18,-0.18,256.0,18.2,-18.2,0.015214,0.000267,-0.00108,0.75604,0.84699,-0.04403,1.61,0.5,-0.2,0.0712,87.34,984.0,221.46,204.04,-73.17,12.53,4.7,-4.7,0.2965,0.3342,3.2695124,12.549701,15.5,3,152.0,0.0777,6052.0,163.0,-199.0,4.456,0.07,-0.21,0.967,0.304,-0.121,0.974,0.13,-0.117,0.116,CONFIRMED
106,4.783002698,170.508434,2455003.508,0.003,0.425,-0.003,2.335,0.0332,-0.0332,1010.0,16.6,-16.6,0.028315,0.000881,-0.000366,3.45234,0.13866,-0.96665,2.5,0.34,-0.19,0.0535,89.99,886.0,145.48,66.39,-35.12,16.102,0.647,-0.647,0.186,0.5256,7.252221,57.638233,70.6,1,281.0,0.5746,5170.0,155.0,-155.0,4.574,0.026,-0.097,0.807,0.111,-0.06,0.891,0.053,-0.084,0.282,CONFIRMED
